CNPJ,RAZÃO,FANTASIA,ENDEREÇO,NÚMERO,COMPLEMENTO,BAIRRO,CEP,MUNICÍPIO,ESTADO,BANDEIRA,PRODUTO,UNIDADE_DE_MEDIDA,PRECO_VENDA,DATA_DA_COLETA
17134300000166,ADRIANA DE OLIVEIRA LIMA - ME,,RUA 1,26,SETOR 2  QUADRA LL,GUAJUVIRAS,92440010,CANOAS,RIO GRANDE DO SUL,ULTRAGAZ,GLP,R$ / 13 kg,105.0,2026-06-09
25416868000106,SUPERMERCADO ANJOS LTDA - EPP,,TRAVESSA   COROMANDEL,344,,AMORIM,38446144,ARAGUARI,MINAS GERAIS,BRANCA,GLP,R$ / 13 kg,108.0,2026-06-11
15651964000177,MB COMERCIAL DE GAS LTDA,,AVENIDA DOS TRABALHADORES,70,,JARDIM MARILIA,13323000,SALTO,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,115.99,2026-06-10
17211471000141,RAQUEL MAGALHAES DUARTE E CIA LTDA - ME,,AV. DEOLINDA MARTINS,107,,LOTEAMENTO JOSÉ BONIFACIO,46430000,GUANAMBI,BAHIA,LIQUIGÁS,GLP,R$ / 13 kg,110.0,2026-06-08
96245998000163,POTENCIA BRASIL COMERCIO DE GAS LTDA,,RUA DANILO TAVOLARO,27,,JARDIM NOVO CAMPOS ELISEOS,13060130,CAMPINAS,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,119.99,2026-06-08
13762057000170,EDIVALDO DOS REIS SILVA 03975197617,,RUA VEREADOR BENEDITO GOMES MOREIRA,28,,BOM PASTOR,38600001,PARACATU,MINAS GERAIS,ULTRAGAZ,GLP,R$ / 13 kg,120.0,2026-06-08
17261356000181,BELA VISTA REVENDEDORA DE GAS LTDA - ME,,RUA BELA VISTA,65,TERREO,ALTO DO COQUEIRINHO,41615000,SALVADOR,BAHIA,BAHIANA,GLP,R$ / 13 kg,125.0,2026-06-10
12892239000100,L C CAMPOS DE SOUZA - ME,,RUA   TAMBIARA,22,QUADRA 25,CIDADE NOVA,69090060,MANAUS,AMAZONAS,AMAZONGÁS,GLP,R$ / 13 kg,130.0,2026-06-09
1977586000101,JOSE LUIZ & SOUZA LUIS LTDA,GAZ CENTRO OESTE,RUA LA PAZ,169,,JARDIM AMERICA,78890000,SORRISO,MATO GROSSO,ULTRAGAZ,GLP,R$ / 13 kg,140.0,2026-06-08
15702347000153,MARIA DE LOURDES DA SILVA DUARTE - ME,,RUA   VITAL BRASIL,68,,PEIXINHOS,53230390,OLINDA,PERNAMBUCO,BAHIANA,GLP,R$ / 13 kg,100.0,2026-06-11
16657993000109,INDEPENDENCIA GAS LTDA,,RUA DONA  MARIA AUGUSTA BRANDAO,S/N,QUADRA 34  LOTE 3 CASA 1,PARQUE VEIGA JARDIM,74954150,APARECIDA DE GOIANIA,GOIAS,BRANCA,GLP,R$ / 13 kg,120.0,2026-06-09
15513876000109,L & F AGUA E GAS LTDA,,RUA MARIA JUDITH LINS,S/N,LOTE 7                    QD B                      LOT SITIO SAO JOSE,BAIRRO NOVO,53130080,OLINDA,PERNAMBUCO,BAHIANA,GLP,R$ / 13 kg,95.0,2026-06-11
14214822000260,BOEGER GÁS LTDA ME,,RUA SANTOS DUMONT,621,,SANTA TEREZINHA,88352201,BRUSQUE,SANTA CATARINA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,125.0,2026-06-08
15772804000186,ALEX SANDRO DO CANTO CHAVES,,RUA FRANCISCO REVERBEL DE ARAUJO GOES,429,,MOISES VIANA,97573000,SANTANA DO LIVRAMENTO,RIO GRANDE DO SUL,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,130.0,2026-06-10
6322571000129,POCOS GAS LTDA,,AVENIDA MONSENHOR ALDERIGI,198,,JD COUNTRY CLUB II,37704284,POCOS DE CALDAS,MINAS GERAIS,BRANCA,GLP,R$ / 13 kg,118.0,2026-06-08
14266432000153,CLAUDIONOR RODRIGUES DOS SANTOS 03765534641 ME,,AVENIDA   C,577,,JARDIM PRIMAVERA,39404151,MONTES CLAROS,MINAS GERAIS,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,125.0,2026-06-10
17285186000175,COMERCIAL DE GAS E AGUA J. CARLOS DE OLIVEIRA LTDA - ME,,RUA JOSE JOAQUIM LOPES,192,,CENTRO,56280000,ARARIPINA,PERNAMBUCO,MINASGAS,GLP,R$ / 13 kg,110.0,2026-06-08
1392438000125,KIAGUA 100 DISTRIBUIDORA DE BEBIDAS LTDA,,AVENIDA PRESIDENTE KENNEDY,818,,ANO BOM,27323642,BARRA MANSA,RIO DE JANEIRO,CONSIGAZ,GLP,R$ / 13 kg,109.99,2026-06-08
17499078000103,DISTRIBUIDORA DE GAS PORANGATU LTDA,,AVENIDA GOIAS ESQUINA COM A CABO FRIO,SN,QUADRA 55-A;LOTE 3,JARDIM BRASILIA,76550000,PORANGATU,GOIAS,ULTRAGAZ,GLP,R$ / 13 kg,123.0,2026-06-08
17403694000100,TOMASI COMÉRCIO DE GLP LTDA - EPP,,AVENIDA   PARANA,1041,QUADRA 84  LOTE 03,CENTRO,77403050,GURUPI,TOCANTINS,ULTRAGAZ,GLP,R$ / 13 kg,145.0,2026-06-08
17364799000106,J B IRMAOS COMERCIO E TRANSPORTE DE GAS LTDA,,AV VEREADOR RAYMUNDO HARGREAVES,185,,FONTESVILLE,36083770,JUIZ DE FORA,MINAS GERAIS,BRANCA,GLP,R$ / 13 kg,99.99,2026-06-09
14801321000108,GASBOM KIZAEMON COMERCIO DE GAS LTDA,,ESTRADA KIZAEMON TAKEUTI,1555,,JARDIM CLEMENTINO,6775000,TABOAO DA SERRA,SAO PAULO,CONSIGAZ,GLP,R$ / 13 kg,119.99,2026-06-09
5580533000103,RV GAS E AGUA SANTA RITA DE CASSIA LTDA,,AV. NOSSA SENHORA DA PIEDADE,222,SALÃO,SILVIO ROMERO,49400000,LAGARTO,SERGIPE,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,115.0,2026-06-10
17322659000167,ELIS & ANGEL COMERCIO DE GÁS LTDA - ME,,RUA   MANOEL PRATES GARCIA,1582,,TABATINGA,97578150,SANTANA DO LIVRAMENTO,RIO GRANDE DO SUL,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,135.0,2026-06-10
17317636000164,JOÃO FELIPE BARCELLOS ME,,AVENIDA IPIRANGA,403,,MENINO DEUS,90160092,PORTO ALEGRE,RIO GRANDE DO SUL,LIQUIGÁS,GLP,R$ / 13 kg,135.0,2026-06-09
16639463000138,COMERCIO DE GAS ITUZAO LTDA,,RUA PADRE  BENTO,97,101,JARDIM PADRE BENTO,13313009,ITU,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,120.0,2026-06-10
7551788000840,ANTONIO TADEU MUTERLE LTDA,,AVENIDA CASTELO BRANCO,574,,RIO GRANDE,47800515,BARREIRAS,BAHIA,BRANCA,GLP,R$ / 13 kg,135.0,2026-06-11
13729556000165,JONAS F. TABORDA & JONAS F. T. JUNIOR LTDA,,ESTRADA BR 392,2755,,VILA TOMAZETTI,97070160,SANTA MARIA,RIO GRANDE DO SUL,COPA ENERGIA,GLP,R$ / 13 kg,120.0,2026-06-10
17426493000129,GOIANA DISTRIBUIDORA DE GAS LTDA, SANTA CRUZ GÁS,RODOVIA PE 75,S/N,,BOA VISTA II,55900000,GOIANA,PERNAMBUCO,MINASGAS,GLP,R$ / 13 kg,100.0,2026-06-10
17409212000120,HA DE PAULA COMERCIO DE GAS LTDA,4082015,QUADRA QNM 5 CONJUNTO H LOTE,3,,CEILANDIA SUL (CEILANDIA),72215056,BRASILIA,DISTRITO FEDERAL,BRANCA,GLP,R$ / 13 kg,105.0,2026-06-09
17277992000100,DIEGO DE LIMA LEAL LTDA,,AV. MARIO RODRIGUES COELHO,670,QUADRA 4  LOTE 3,COHAB MASSANGANO,56310780,PETROLINA,PERNAMBUCO,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,117.0,2026-06-09
9368602000251,F.J. COMERCIO DE COMBUSTIVEIS LTDA,POSTP PA257,AVENIDA AMAZONAS,1627,,CENTRO,69151000,PARINTINS,AMAZONAS,FOGAS,GLP,R$ / 13 kg,124.0,2026-06-09
10811549000209,E.R. FRANCA,,RUA TURIBIO GOMES,143,,VILA BELA,85025250,GUARAPUAVA,PARANA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,113.0,2026-06-08
17294379000192,ADAVILSON CARDOSO SOARES - ME,,AVENIDA LUIZ PASTEUR,5041,,PARQUE PRIMAVERA,93295010,ESTEIO,RIO GRANDE DO SUL,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,110.0,2026-06-10
15288041000100,REVENDEDORA DE GAS GRANDE CHAMA LTDA - ME,,RUA   ALAGOAS,16,,CENTRO,25515530,SAO JOAO DE MERITI,RIO DE JANEIRO,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,110.0,2026-06-10
14319240000168,U F CASSIANO,,RUA PROFESSORA ALICE FREIRE SILVA,13,QUADRA105                       CPA II,MORADA DA SERRA,78055534,CUIABA,MATO GROSSO,FOGAS,GLP,R$ / 13 kg,120.0,2026-06-09
17052429000125,MARANELLO GM AUTO POSTO LTDA.,,ESTRADA ITAPECERICA-CAMPO LIMPO,169,,JARDIM INDEPENDENCIA,6820000,EMBU DAS ARTES,SAO PAULO,LIQUIGÁS,GLP,R$ / 13 kg,119.9,2026-06-11
15527551000185,FERNANDO DO GAS LTDA,,AVENIDA SERRANA,730,CASA;,ITATIAIA,31360270,BELO HORIZONTE,MINAS GERAIS,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,132.0,2026-06-09
15782755000162,AUTO POSTO FERNANDO CORREA DA COSTA LTDA,,RUA FERNANDO CORREA DA COSTA,873,,VILA AURORA I PARTE,78740000,RONDONOPOLIS,MATO GROSSO,COPA ENERGIA,GLP,R$ / 13 kg,135.0,2026-06-11
18176658000114,GASMASTER COMERCIO DE GAS LTDA,,AVENIDA MONSENHOR RAFAEL,10,C,TIMIRIM,35180312,TIMOTEO,MINAS GERAIS,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,115.0,2026-06-11
11945587000209,I G DE PAULA,DE PAULA GÁS,AVENIDA PRISCILIANA DE CASTILHO,694,,CENTRO,11660330,CARAGUATATUBA,SAO PAULO,LIQUIGÁS,GLP,R$ / 13 kg,110.0,2026-06-12
18087645000179,ALESSANDRA SANTOS NUNES GONCALVES - ME,,AVENIDA LEONEL BEIRAO DE JESUS,230,,MORRINHOS,39400455,MONTES CLAROS,MINAS GERAIS,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,120.0,2026-06-11
6266344000557,LORENA COMERCIO DE PRODUTOS DE PETROLEO LTDA,,TRAVESSA   SN-03,S/N,CONJUNTO CIDADE NOVA IV,CIDADE NOVA,67133810,ANANINDEUA,PARA,BRANCA,GLP,R$ / 13 kg,99.0,2026-06-09
12997281000188,TEX BRASIL GAS LTDA,TEX BRASIL GÁS,RUA PROFESSOR JOSE ANTONIO DE SOUZA FILHO,117,,SERNAMBY,29930760,SAO MATEUS,ESPIRITO SANTO,ULTRAGAZ,GLP,R$ / 13 kg,119.99,2026-06-12
17255772000177,LUIS JAILSON ABREU DA SILVA,,RUA PIAUI,1416,,BACURI,65916113,IMPERATRIZ,MARANHAO,BAHIANA,GLP,R$ / 13 kg,119.99,2026-06-08
7219464000647,AUTO POSTO SOBERANO LTDA,AUTO POSTO SOBERANO IV,AVENIDA DAS COMUNICACOES,2972,,TEIXEIRAO,76965674,CACOAL,RONDONIA,FOGAS,GLP,R$ / 13 kg,138.0,2026-06-09
17514248000254,TAISA HELENA MENDONCA SANTIAGO,,RUA ENGENHEIRO JOSE ANASOH,73 E,LOT JARDIM CAICARA,CAMPINAS DE BROTAS,40275220,SALVADOR,BAHIA,BRANCA,GLP,R$ / 13 kg,115.0,2026-06-09
17385549000144,NOBRE SALES LTDA,,AVENIDA JUSCELINO KUBITSCHEK,3758,,SETOR 06,76873606,ARIQUEMES,RONDONIA,FOGAS,GLP,R$ / 13 kg,133.0,2026-06-10
18226372000104,MAGALHÃES & DIAS COMERCIO LTDA - EPP,,RODOVIA DOUTOR ANTONIO LUIZ MOURA GONZAGA,2316,,RIO TAVARES,88048301,FLORIANOPOLIS,SANTA CATARINA,ULTRAGAZ,GLP,R$ / 13 kg,139.0,2026-06-10
11906414000109,ALESSANDRO DOS SANTOS 02075639426,,AVENIDA   MONTE CASTELO,120,,VERGEL DO LAGO,57015130,MACEIO,ALAGOAS,BAHIANA,GLP,R$ / 13 kg,105.0,2026-06-11
18033489000163,ROSEMEIRE BISPO NASCIMENTO,,AVENIDA DOS TRABALHADORES,11,,JOAO ALVES,49155524,NOSSA SENHORA DO SOCORRO,SERGIPE,BAHIANA,GLP,R$ / 13 kg,112.0,2026-06-08
17598047000100,MARLI CAPELIN PEREIRA - ME,,AVENIDA JORGE ABRAO,620,,SHANGRI-LA,14161170,SERTAOZINHO,SAO PAULO,LIQUIGÁS,GLP,R$ / 13 kg,105.99,2026-06-09
17730492000173,ALIX GAS LTDA - ME,,AVENIDA SANTOS DUMONT,618,,SITIO PAECARA (VICENTE DE CARVALHO),11460000,GUARUJA,SAO PAULO,CONSIGAZ,GLP,R$ / 13 kg,100.0,2026-06-08
16703470000151,M. R. F. CERVANTES,,AVENIDA DOS JEQUITIBAS,2390,FRENTE,JD DAS VIOLETAS,78552253,SINOP,MATO GROSSO,COPA ENERGIA,GLP,R$ / 13 kg,145.0,2026-06-08
17708243000181,VISA COMERCIO E TRANSPORTES DE GAS LTDA - ME,,AVENIDA UNIVERSITARIA,4205,,SAO DEFENDE,88808000,CRICIUMA,SANTA CATARINA,ULTRAGAZ,GLP,R$ / 13 kg,110.0,2026-06-09
17877330000162,LIA GAS LTDA,,RUA ANTONIO MUNIZ,20,CASA,SANTA TEREZINHA,44445144,SANTO ANTONIO DE JESUS,BAHIA,LIQUIGÁS,GLP,R$ / 13 kg,115.0,2026-06-11
11606884000149,V.M.C.NERY COMERCIO LTDA,LULU GAS,RODOVIA DR. JOAO MIRANDA,1720,KM    02,SANTA ROSA,68440000,ABAETETUBA,PARA,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,118.0,2026-06-08
18611709000199,LUIZA COMERCIO DE GAS LTDA,,AVENIDA ANTONIO TOGNI,2611,,VILA CRUZ,37704356,POCOS DE CALDAS,MINAS GERAIS,ULTRAGAZ,GLP,R$ / 13 kg,124.99,2026-06-08
14376568000116,SUPER FACIL COMERCIO DE GAS LTDA,,AVENIDA BRASIL,803,FUNDOS,CENTRO,86181010,CAMBE,PARANA,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,125.0,2026-06-09
14871756000110,GASBOM PARAPUA COMERCIO DE GAS LTDA,,RUA PARAPUA,1961,,BRASILANDIA,2831001,SAO PAULO,SAO PAULO,CONSIGAZ,GLP,R$ / 13 kg,109.99,2026-06-09
14081647000108,C A COMERCIO DE GAS LTDA,,AVENIDA VEREADOR JOAO SILVA,1512,,AMPARO,44436174,SANTO ANTONIO DE JESUS,BAHIA,BAHIANA,GLP,R$ / 13 kg,125.0,2026-06-11
17676964000157,DEPOSITO DE GAS CHAGAS LTDA - ME,,RUA ILICINIA,316,,BOM PASTOR,35500186,DIVINOPOLIS,MINAS GERAIS,BRANCA,GLP,R$ / 13 kg,115.0,2026-06-08
17046697000134,EVALDO APARECIDO RODRIGUES,,RUA GUANABARA,2720,,FATIMA,89229112,JOINVILLE,SANTA CATARINA,BRANCA,GLP,R$ / 13 kg,125.0,2026-06-08
8056879000103,CIRLEI APARECIDA FONSECA CPF: 049.297.336-93 - ME,,AV JULIA KUBITSCHECK,661,C,CENTRO,36415000,CONGONHAS,MINAS GERAIS,BRANCA,GLP,R$ / 13 kg,120.0,2026-06-10
15384271000165,F DE OLIVEIRA SILVA COMERCIO - ME,,RUA   CORIOLANO MILHOMEM,430,,CENTRO,65900330,IMPERATRIZ,MARANHAO,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,120.0,2026-06-08
18518125000173,M. A. DOS SANTOS COMERCIO DE GAS E BEBIDAS - ME.,,RUA FERNANDO DE NORONHA,1271,COMERCIO 01,SANTA CANDIDA,82640350,CURITIBA,PARANA,LIQUIGÁS,GLP,R$ / 13 kg,110.0,2026-06-08
17403173000153,JOSE DAMACENA RIBEIRO,,AVENIDA RIO XINGU,200,LETRA A,PARQUE AMAZONAS,65900970,IMPERATRIZ,MARANHAO,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,120.0,2026-06-08
18883324000180,ROZANI STRESSER - ME,,AV. MELVIN JHONES,2215,,CRISTO REI,76980000,VILHENA,RONDONIA,FOGAS,GLP,R$ / 13 kg,130.0,2026-06-08
15500662000106,GASBOM CALDEIRA FILHO COMERCIO DE GAS LTDA.,,RUA CARLOS CALDEIRA FILHO,S/Nº,LT. 1 A 5 QD. 9,JD. SÃO JANUÁRIO,5335120,SAO PAULO,SAO PAULO,CONSIGAZ,GLP,R$ / 13 kg,129.99,2026-06-11
14412637000108,FONTANA COMERCIO DE BEBIDAS E GAS LTDA,,RUA FERNANDO DE NORONHA,1181,,BOA VISTA,82650145,CURITIBA,PARANA,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,110.0,2026-06-08
19035859000164,NORTE GAS COMERCIAL LTDA,,AVENIDA DOUTOR MARIO TOURINHO,3140,,SANTO AMARO,39403355,MONTES CLAROS,MINAS GERAIS,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,106.0,2026-06-09
1236990000124,JOSE ALBERTO DE L S,,RUA   ANTONIO AUGUSTO DOS SANTOS,241,,JARDIM SANTO INACIO,54515580,CABO DE SANTO AGOSTINHO,PERNAMBUCO,COPA ENERGIA,GLP,R$ / 13 kg,105.0,2026-06-09
7256029000188,PREMIER GAS TOLEDO GISELA LTDA,,RUA SATURNO,782,,JARDIM GISELA,85905565,TOLEDO,PARANA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,100.0,2026-06-09
11730506000172,REVENDEDOR DE GAS GUATEMALA LTDA,,RUA CASCAIS,225,,PENHA CIRCULAR,21011610,RIO DE JANEIRO,RIO DE JANEIRO,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,99.99,2026-06-08
18587024000154,SUPER GAS SAJ LTDA,,AVENIDA PROVIDENCIA,20,,SALGADEIRA,44444386,SANTO ANTONIO DE JESUS,BAHIA,COPA ENERGIA,GLP,R$ / 13 kg,110.0,2026-06-11
19146143000134,ROSELAINE APARECIDA DE SANTI MEDEIROS,,RUA SAPUCAI,31,,VILA C,85870090,FOZ DO IGUACU,PARANA,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,100.0,2026-06-10
18738023000163,ALESANDRO DE SOUZA 00365951951,,AVENIDA AVIACAO,519,,JARDIM TRABALHISTA,86807000,APUCARANA,PARANA,BRANCA,GLP,R$ / 13 kg,110.0,2026-06-09
18834164000180,EVALDO BATISTA DE OLIVEIRA - ME.,,R. LANDIM,52,,PARACATUZINHO,38600000,PARACATU,MINAS GERAIS,ULTRAGAZ,GLP,R$ / 13 kg,105.0,2026-06-08
15831038000183,AUTO POSTO VILA URUPES LTDA,,RUA CABOCLOS,470,,VILA URUPES,8615190,SUZANO,SAO PAULO,LIQUIGÁS,GLP,R$ / 13 kg,104.5,2026-06-08
18653209000110,DISTRIBUIDORA DE GAS E AGUA PNY LTDA,,RUA CLOVIS SOARES,470,,ALVINOPOLIS,12942560,ATIBAIA,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,135.0,2026-06-09
14869278000104,A. B. DE ALMEIDA - VENDA DE GAS,,AVENIDA ABILIO AUGUSTO TAVORA,2901,,JARDIM ALVORADA,26265090,NOVA IGUACU,RIO DE JANEIRO,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,125.0,2026-06-10
18965268000123,AGILGAS EIRELI,,RUA NATIVIDADE,286,,VILA REGINA,86801390,APUCARANA,PARANA,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,120.0,2026-06-09
35196823001190,NICOLAU DERIVADOS DE PETROLEO LTDA,,AVENIDA 4,1,QUADRA: I; : LOT GENIPARANA;,GENIPARANA/BAIXO DO GATO,65110000,SAO JOSE DE RIBAMAR,MARANHAO,LIQUIGÁS,GLP,R$ / 13 kg,99.99,2026-06-09
19183354000147,CORTEZ - COMERCIO DE GAS DE ASSIS LTDA,,RUA WALTER ANTONIO FONTANA,340,,VILA CLAUDIA,19815340,ASSIS,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,120.0,2026-06-08
17634256000153,MARIA APARECIDA MAGIONE DISTRIBUIDORA,,AVENIDA MARIO RIMOLI,468,,JARDIM MENINO DEUS 1,14708038,BEBEDOURO,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,120.0,2026-06-08
19355910000115,MELHOR GAS COMERCIO DE GAS EIRELI,,RUA VIRGILDASIO SENA,S/N,,BOCA DO RIO,41710220,SALVADOR,BAHIA,BAHIANA,GLP,R$ / 13 kg,130.0,2026-06-10
7765230000190,COMERCIO DE GASES INDUSTRIAIS LTDA - ME,,RUA   HONORIO DE PAIVA ABREU,370,,JARDIM RESIDENCIAL BELA VISTA,38181414,ARAXA,MINAS GERAIS,ULTRAGAZ,GLP,R$ / 13 kg,108.0,2026-06-09
12583305000152,C A DUARTE - PANIFICADORA E PIZZARIA BELLO PAO,,AVENIDA  DO PIRINEUS,S/N,QD. 12 LT. 26,PARQUE DOS PIRINEUS,75071600,ANAPOLIS,GOIAS,BRANCA,GLP,R$ / 13 kg,115.0,2026-06-11
19225511000130,AUTO POSTO VERENKA 06 LTDA,,RUA SALGADO FILHO,927,,CENTRO,84600000,UNIAO DA VITORIA,PARANA,LIQUIGÁS,GLP,R$ / 13 kg,128.0,2026-06-10
19200623000136,AMA GAS DISTRIBUIDORA LTDA,,AVENIDA PARANA,370,,CENTRO,35501168,DIVINOPOLIS,MINAS GERAIS,BRANCA,GLP,R$ / 13 kg,89.99,2026-06-10
13240512000258,MARINA DISTRIBUIDORA LTDA,,AVENIDA JOAO COELHO,1703,,BRASILIA,68375055,ALTAMIRA,PARA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,135.0,2026-06-11
19494878000159,PAULO S. ALEIXO - ME.,,RUA MONSENHOR  JOÃO RAMALHO,323,,VILA BRASIL,13875035,SAO JOAO DA BOA VISTA,SAO PAULO,BRANCA,GLP,R$ / 13 kg,115.0,2026-06-10
19382013000109,BACK COMERCIO DE GAS LTDA,,RUA AMAZONAS,1181,SALA  B,GARCIA,89020001,BLUMENAU,SANTA CATARINA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,139.99,2026-06-08
3816682000799,MOUSINHO SILVA E MENDES LTDA - EPP,BAIXADA GÁS,AV CASTELO BRANCO,2966,B,FOMENTO,65200000,PINHEIRO,MARANHAO,LIQUIGÁS,GLP,R$ / 13 kg,135.0,2026-06-08
19569678000118,REMOR E DOS SANTOS LTDA - ME.,,AVENIDA BRASIL OESTE,3879,,BOQUEIRÃO,99025004,PASSO FUNDO,RIO GRANDE DO SUL,ULTRAGAZ,GLP,R$ / 13 kg,120.0,2026-06-11
19306165000114,PAITRA COMERCIO DE GAS LTDA - ME.,,RUA   GUAIRA,137,,IGUACU,83701315,ARAUCARIA,PARANA,BRANCA,GLP,R$ / 13 kg,110.0,2026-06-11
19557837000164,TAGLIARI DISTRIBUIDORA DE GAS LTDA - EPP.,,AVENIDA CARAVELLE,440,A,SAO LUIZ GONZAGA,99054070,PASSO FUNDO,RIO GRANDE DO SUL,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,120.0,2026-06-11
18359586000221,SANTANA COMERCIO DE GAS LTDA,,AVENIDA ALBERTO MARANHAO,314,,BELO HORIZONTE,59600475,MOSSORO,RIO GRANDE DO NORTE,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,110.0,2026-06-11
18957503000115,WELLINGTON ALVES MONTEIRO 73439690130,,RUA   GOIANAPOLIS,S/N,"QUADRA 45, LOTE 17, SALA 01",JARDIM ALEXANDRINA,75060220,ANAPOLIS,GOIAS,LIQUIGÁS,GLP,R$ / 13 kg,115.0,2026-06-08
19832000000186,CAMARGAZ COMERCIO DE GAS LTDA,CAMARGAZ,RUA DOUTOR ARNALDO BASTOS,19,,LABATE,16400553,LINS,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,130.0,2026-06-10
19698259000186,EDJANY PEREIRA COELHO 10580509400,,RUA VINTE E SETE,355,,AUGUSTO DE ALENCAR SAMPAIO,56000000,SALGUEIRO,PERNAMBUCO,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,120.0,2026-06-11
20112808000178,AUTO POSTO SHIRAISHI CENTRO LTDA,,RUA DOM AQUINO,1721,,CENTRO,79002184,CAMPO GRANDE,MATO GROSSO DO SUL,NGC DISTRIBUIDORA,GLP,R$ / 13 kg,100.0,2026-06-08
19436692000143,BIRIAGUA COMERCIO VAREJISTA DE AGUAS LTDA,,RUA SILVIO VIEIRA COELHO,563,ANEXO A,CENTRO,16200073,BIRIGUI,SAO PAULO,BRANCA,GLP,R$ / 13 kg,110.0,2026-06-12
19860011000170,HELIO PACHECO SANTOS - ME,,RUA ALCIDES FAGUNDES,486,,SANTA RITA,45260000,POCOES,BAHIA,BAHIANA,GLP,R$ / 13 kg,115.0,2026-06-11
19299187000102,ROSANA DE SOUZA ROCHA 00981268145,,RUA PERNAMBUCO (LOT N V GRANDE),550,,CENTRO SUL,78135595,VARZEA GRANDE,MATO GROSSO,BRANCA,GLP,R$ / 13 kg,120.0,2026-06-10
18464497000164,EDILENE DOS REIS PINA,,RUA ALAGOAS,1280,,JOSE CONRADO DE ARAUJO,49085000,ARACAJU,SERGIPE,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,115.0,2026-06-09
18359586000140,SANTANA COMERCIO DE GAS LTDA,,AVENIDA ABEL COELHO,55,,ABOLICAO,59611300,MOSSORO,RIO GRANDE DO NORTE,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,120.0,2026-06-11
19299092000180,LUZIA LUIZ XAVIER 25173371870,,RUA JOSE ALVES CARNEIRO,479,,ALTO COLINAS,16207022,BIRIGUI,SAO PAULO,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,100.0,2026-06-12
18981440000132,CARLOS ROBERTO ALBANEZ,,AVENIDA PATROCINIO HIPOLITO PEDROSO,775,,RESIDENCIAL ISRAEL LUCIANO VIEIRA,15200000,JOSE BONIFACIO,SAO PAULO,LIQUIGÁS,GLP,R$ / 13 kg,110.0,2026-06-11
17414792000143,GAS UNIAO COMERCIO VAREJISTA DE GLP LTDA,,RUA PROFESSOR PAULO ZANOTTA DA CRUZ,738,CASA  02,FRAGATA,96050000,PELOTAS,RIO GRANDE DO SUL,COPA ENERGIA,GLP,R$ / 13 kg,120.0,2026-06-10
19493467000149,AUTO POSTO VIA BRASIL LTDA,,AVENIDA BRASIL,1033,,VILA CARVALHO,14075040,RIBEIRAO PRETO,SAO PAULO,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,109.99,2026-06-10
19593791000139,COMERCIO DE GAS DA HORA LTDA,,RUA PROFESSOR PAULO FREIRE,SN,GALPAO,LOTEAMENTO JAGUAR,45345000,JAGUAQUARA,BAHIA,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,100.0,2026-06-08
13251303000129,CHAMA AZUL LTDA,,AVENIDA SEVERINO GOMES DE ALMEIDA,3119,,JARDIM FELICIDADE I,68909833,MACAPA,AMAPA,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,118.0,2026-06-10
